,genre1,genre2,diff,norm_diff
51,Animation,Thriller,26.1246676529,1.63530260346
52,Animation,War,11.0331237326,1.21220208925
53,Animation,Western,8.70108078003,1.14682186192
54,Children,Action,17.7637938291,1.40090047517
55,Children,Adventure,18.5997473365,1.42433693473
56,Children,Animation,7.33943670271,1.10864735092
57,Children,Comedy,32.1894876113,1.80533348012
58,Children,Crime,20.0142092323,1.46399222505
59,Children,Documentary,11.5017526899,1.22534038404
60,Children,Drama,33.3060760476,1.83663770877
61,Children,Fantasy,14.8179147987,1.31831098405
63,Children,Horror,13.7671743844,1.28885284432
64,Children,IMAX,8.55085602612,1.14261022055
65,Children,Musical,11.608466292,1.22833216408
66,Children,Mystery,15.2009058098,1.32904836749
67,Children,Romance,24.8289442471,1.59897621816
68,Children,Sci-Fi,18.1886612954,1.41281189023
69,Children,Thriller,22.395384614,1.5307499096
70,Children,War,11.0828520713,1.21359625315
71,Children,Western,8.86160162315,1.15132216034
72,Comedy,Action,29.6607799317,1.73443963883
73,Comedy,Adventure,27.899283122,1.6850550159
74,Comedy,Animation,32.6347735064,1.81781733811
75,Comedy,Children,32.1894876113,1.80533348012
76,Comedy,Crime,25.9518386158,1.63045723741
77,Comedy,Documentary,32.4407935182,1.81237899243
78,Comedy,Drama,24.7792552804,1.59758315808
79,Comedy,Fantasy,28.1474098003,1.69201139662
81,Comedy,Horror,28.819218951,1.71084597038
82,Comedy,IMAX,33.0819414077,1.83035395928
83,Comedy,Musical,33.1494362679,1.8322462183
84,Comedy,Mystery,29.9256860827,1.74186644216
85,Comedy,Romance,20.7492643525,1.48459993762
86,Comedy,Sci-Fi,31.5997663617,1.78880029006
87,Comedy,Thriller,26.9876767151,1.65949758178
88,Comedy,War,34.3446382359,1.86575442461
89,Comedy,Western,35.1818081741,1.88922498754
90,Crime,Action,19.2075874578,1.44137809826
91,Crime,Adventure,23.043348211,1.54891595891
92,Crime,Animation,23.3904329751,1.55864668911
93,Crime,Children,20.0142092323,1.46399222505
94,Crime,Comedy,25.9518386158,1.63045723741
95,Crime,Documentary,18.5350035901,1.42252180485
96,Crime,Drama,27.5491011681,1.67523745412
97,Crime,Fantasy,22.4456324817,1.5321586388
99,Crime,Horror,19.5238013274,1.45024334436
100,Crime,IMAX,23.3009804406,1.55613883348
101,Crime,Musical,19.7933403513,1.45780003307
102,Crime,Mystery,19.0208267765,1.43614215019
103,Crime,Romance,20.3761787311,1.47414025774
104,Crime,Sci-Fi,23.1401202571,1.55162902145
105,Crime,Thriller,16.8097343818,1.37415284452
106,Crime,War,24.5123848115,1.59010128391
107,Crime,Western,15.33175451,1.33271678953
108,Documentary,Action,20.1075839554,1.46661004159
109,Documentary,Adventure,20.5086257075,1.47785348841
110,Documentary,Animation,12.1136525638,1.24249536518
111,Documentary,Children,11.5017526899,1.22534038404
112,Documentary,Comedy,32.4407935182,1.81237899243
113,Documentary,Crime,18.5350035901,1.42252180485
114,Documentary,Drama,35.2853326601,1.8921273588
115,Documentary,Fantasy,15.2068464641,1.32921491731
117,Documentary,Horror,13.2937094088,1.27557896885
118,Documentary,IMAX,13.4547125893,1.28009278989
119,Documentary,Musical,10.2112946451,1.1891616163
120,Documentary,Mystery,14.7637597854,1.31679271567
121,Documentary,Romance,16.7679944736,1.37298264108
122,Documentary,Sci-Fi,14.3748805514,1.30589025236
123,Documentary,Thriller,19.0259297083,1.43628521396
124,Documentary,War,13.6119912228,1.28450219101
125,Documentary,Western,8.12311297381,1.13061818671
126,Drama,Action,31.4476599598,1.78453589556
127,Drama,Adventure,32.978168196,1.82744461485
128,Drama,Animation,36.0766105126,1.91431130949
129,Drama,Children,33.3060760476,1.83663770877
130,Drama,Comedy,24.7792552804,1.59758315808
131,Drama,Crime,27.5491011681,1.67523745412
132,Drama,Documentary,35.2853326601,1.8921273588
133,Drama,Fantasy,34.7010570226,1.87574683975
134,Drama,Horror,34.4518490875,1.86876014534
135,Drama,IMAX,39.1330346785,2.0
136,Drama,Musical,37.9803861945,1.96768480622
137,Drama,Mystery,34.6386554101,1.87399737299
138,Drama,Romance,25.9741966979,1.6310840597
139,Drama,Sci-Fi,34.8672376953,1.8804058149
140,Drama,Thriller,27.5794689255,1.67608883247
141,Drama,War,37.425668278,1.95213295566
142,Drama,Western,39.0380444086,1.99733689063
143,Fantasy,Action,19.7716800817,1.45719277438
144,Fantasy,Adventure,16.762330037,1.37282383519
145,Fantasy,Animation,16.7820562692,1.37337687198
146,Fantasy,Children,14.8179147987,1.31831098405
147,Fantasy,Comedy,28.1474098003,1.69201139662
148,Fantasy,Crime,22.4456324817,1.5321586388
149,Fantasy,Documentary,15.2068464641,1.32921491731
150,Fantasy,Drama,34.7010570226,1.87574683975
152,Fantasy,Horror,17.1157351212,1.38273175937
153,Fantasy,IMAX,14.7508441591,1.31643061832
154,Fantasy,Musical,14.7675061515,1.3168977473
155,Fantasy,Mystery,18.4736930577,1.42080292718
156,Fantasy,Romance,18.6920716357,1.42692530201
157,Fantasy,Sci-Fi,17.1431470772,1.38350027005
158,Fantasy,Thriller,23.2471930168,1.55463087069
159,Fantasy,War,20.5787332417,1.47981899532
160,Fantasy,Western,18.6235303324,1.42500370533
177,Horror,Action,16.5692071681,1.36740951936
178,Horror,Adventure,20.8930589016,1.48863130432
179,Horror,Animation,13.66857185,1.28608846294
180,Horror,Children,13.7671743844,1.28885284432
181,Horror,Comedy,28.819218951,1.71084597038
182,Horror,Crime,19.5238013274,1.45024334436
183,Horror,Documentary,13.2937094088,1.27557896885
184,Horror,Drama,34.4518490875,1.86876014534
185,Horror,Fantasy,17.1157351212,1.38273175937
187,Horror,IMAX,17.6270810758,1.39706765087
188,Horror,Musical,12.933481137,1.26547975251
189,Horror,Mystery,15.3708365584,1.33381247827
190,Horror,Romance,19.6342859107,1.45334084613
191,Horror,Sci-Fi,16.7254638671,1.37179026994
192,Horror,Thriller,21.5368594097,1.50668063893
193,Horror,War,15.1674040896,1.32810912661
194,Horror,Western,10.4482808534,1.19580566724
195,IMAX,Action,27.6548457394,1.6782020668
196,IMAX,Adventure,26.6623616098,1.65037717706
197,IMAX,Animation,8.12201065096,1.13058728243
198,IMAX,Children,8.55085602612,1.14261022055
199,IMAX,Comedy,33.0819414077,1.83035395928
200,IMAX,Crime,23.3009804406,1.55613883348
201,IMAX,Documentary,13.4547125893,1.28009278989
202,IMAX,Drama,39.1330346785,2.0
203,IMAX,Fantasy,14.7508441591,1.31643061832
205,IMAX,Horror,17.6270810758,1.39706765087
206,IMAX,Musical,6.0,1.07109543704
207,IMAX,Mystery,15.0885461343,1.32589829638
208,IMAX,Romance,23.4265235773,1.55965851086
209,IMAX,Sci-Fi,21.6858245741,1.51085696695
210,IMAX,Thriller,28.6153192162,1.70512951863
211,IMAX,War,7.01061456244,1.09942862437
212,IMAX,Western,3.46410161514,1.0
213,Musical,Action,17.6893822191,1.39881430091
214,Musical,Adventure,17.2202195934,1.38566104441
215,Musical,Animation,11.790778553,1.23344339801
216,Musical,Children,11.608466292,1.22833216408
217,Musical,Comedy,33.1494362679,1.8322462183
218,Musical,Crime,19.7933403513,1.45780003307
219,Musical,Documentary,10.2112946451,1.1891616163
220,Musical,Drama,37.9803861945,1.96768480622
221,Musical,Fantasy,14.7675061515,1.3168977473
223,Musical,Horror,12.933481137,1.26547975251
224,Musical,IMAX,6.0,1.07109543704
225,Musical,Mystery,14.6033602641,1.31229581858
226,Musical,Romance,20.5614573022,1.47933465396
227,Musical,Sci-Fi,14.5439725616,1.31063084861
228,Musical,Thriller,20.9106191762,1.48912361718
229,Musical,War,10.020656913,1.18381697278
230,Musical,Western,6.48074069841,1.08457329177
231,Mystery,Action,19.3548707719,1.44550727459
232,Mystery,Adventure,21.2280935197,1.49802420142
233,Mystery,Animation,16.1540656455,1.35577077699
234,Mystery,Children,15.2009058098,1.32904836749
235,Mystery,Comedy,29.9256860827,1.74186644216
236,Mystery,Crime,19.0208267765,1.43614215019
237,Mystery,Documentary,14.7637597854,1.31679271567
238,Mystery,Drama,34.6386554101,1.87399737299
239,Mystery,Fantasy,18.4736930577,1.42080292718
241,Mystery,Horror,15.3708365584,1.33381247827
242,Mystery,IMAX,15.0885461343,1.32589829638
243,Mystery,Musical,14.6033602641,1.31229581858
244,Mystery,Romance,20.3794820787,1.47423286908
245,Mystery,Sci-Fi,16.1058091085,1.35441787594
246,Mystery,Thriller,21.5904651842,1.50818350907
247,Mystery,War,13.8628260826,1.29153449723
248,Mystery,Western,11.8164987416,1.23416447898
249,Romance,Action,19.2526724383,1.44264208282
250,Romance,Adventure,21.5100280894,1.50592840672
251,Romance,Animation,26.3138148871,1.64060545998
252,Romance,Children,24.8289442471,1.59897621816
253,Romance,Comedy,20.7492643525,1.48459993762
254,Romance,Crime,20.3761787311,1.47414025774
255,Romance,Documentary,16.7679944736,1.37298264108
256,Romance,Drama,25.9741966979,1.6310840597
257,Romance,Fantasy,18.6920716357,1.42692530201
259,Romance,Horror,19.6342859107,1.45334084613
260,Romance,IMAX,23.4265235773,1.55965851086
261,Romance,Musical,20.5614573022,1.47933465396
262,Romance,Mystery,20.3794820787,1.47423286908
263,Romance,Sci-Fi,22.9217113864,1.54550579735
264,Romance,Thriller,23.1473934806,1.55183293065
265,Romance,War,26.4921032772,1.64560388227
266,Romance,Western,25.7727943961,1.62543762499
267,Sci-Fi,Action,20.058983367,1.46524749485
268,Sci-Fi,Adventure,18.7362482907,1.42816382112
269,Sci-Fi,Animation,19.9847961115,1.46316761051
270,Sci-Fi,Children,18.1886612954,1.41281189023
271,Sci-Fi,Comedy,31.5997663617,1.78880029006
272,Sci-Fi,Crime,23.1401202571,1.55162902145
273,Sci-Fi,Documentary,14.3748805514,1.30589025236
274,Sci-Fi,Drama,34.8672376953,1.8804058149
275,Sci-Fi,Fantasy,17.1431470772,1.38350027005
277,Sci-Fi,Horror,16.7254638671,1.37179026994
278,Sci-Fi,IMAX,21.6858245741,1.51085696695
279,Sci-Fi,Musical,14.5439725616,1.31063084861
280,Sci-Fi,Mystery,16.1058091085,1.35441787594
281,Sci-Fi,Romance,22.9217113864,1.54550579735
282,Sci-Fi,Thriller,22.249622658,1.52666338546
283,Sci-Fi,War,15.0776599783,1.32559309645
284,Sci-Fi,Western,16.4931078861,1.3652760302
285,Thriller,Action,17.2851475627,1.3874813391
286,Thriller,Adventure,22.5192130195,1.53422151345
287,Thriller,Animation,26.1246676529,1.63530260346
288,Thriller,Children,22.395384614,1.5307499096
289,Thriller,Comedy,26.9876767151,1.65949758178
290,Thriller,Crime,16.8097343818,1.37415284452
291,Thriller,Documentary,19.0259297083,1.43628521396
292,Thriller,Drama,27.5794689255,1.67608883247
293,Thriller,Fantasy,23.2471930168,1.55463087069
294,Thriller,Horror,21.5368594097,1.50668063893
295,Thriller,IMAX,28.6153192162,1.70512951863
296,Thriller,Musical,20.9106191762,1.48912361718
297,Thriller,Mystery,21.5904651842,1.50818350907
298,Thriller,Romance,23.1473934806,1.55183293065
299,Thriller,Sci-Fi,22.249622658,1.52666338546
300,Thriller,War,27.911419173,1.68539525739
301,Thriller,Western,16.6053431737,1.36842261402
302,War,Action,24.4305570548,1.58780719352
303,War,Adventure,23.7007100607,1.5673454939
304,War,Animation,11.0331237326,1.21220208925
305,War,Children,11.0828520713,1.21359625315
306,War,Comedy,34.3446382359,1.86575442461
307,War,Crime,24.5123848115,1.59010128391
308,War,Documentary,13.6119912228,1.28450219101
309,War,Drama,37.425668278,1.95213295566
310,War,Fantasy,20.5787332417,1.47981899532
312,War,Horror,15.1674040896,1.32810912661
313,War,IMAX,7.01061456244,1.09942862437
314,War,Musical,10.020656913,1.18381697278
315,War,Mystery,13.8628260826,1.29153449723
316,War,Romance,26.4921032772,1.64560388227
317,War,Sci-Fi,15.0776599783,1.32559309645
318,War,Thriller,27.911419173,1.68539525739
319,War,Western,9.13026223949,1.15885422236
320,Western,Action,21.0574728185,1.4932407474
321,Western,Adventure,25.2826756578,1.61169685126
322,Western,Animation,8.70108078003,1.14682186192
323,Western,Children,8.86160162315,1.15132216034
324,Western,Comedy,35.1818081741,1.88922498754
325,Western,Crime,15.33175451,1.33271678953
326,Western,Documentary,8.12311297381,1.13061818671
327,Western,Drama,39.0380444086,1.99733689063
328,Western,Fantasy,18.6235303324,1.42500370533
330,Western,Horror,10.4482808534,1.19580566724
331,Western,IMAX,3.46410161514,1.0
332,Western,Musical,6.48074069841,1.08457329177
333,Western,Mystery,11.8164987416,1.23416447898
334,Western,Romance,25.7727943961,1.62543762499
335,Western,Sci-Fi,16.4931078861,1.3652760302
336,Western,Thriller,16.6053431737,1.36842261402
337,Western,War,9.13026223949,1.15885422236
