,genre1,genre2,diff,norm_diff
65,Children,Musical,15.8812018892,1.39245269828
66,Children,Mystery,22.7857367447,1.65977042258
67,Children,Romance,19.42508832,1.52965870501
68,Children,Sci-Fi,19.7617519674,1.54269306025
69,Children,Thriller,24.0178642791,1.70747378499
70,Children,War,19.2377714867,1.52240649893
71,Children,Western,16.1300503458,1.4020871783
72,Comedy,Action,26.0675210765,1.7868288179
73,Comedy,Adventure,23.0132246603,1.66857790247
74,Comedy,Animation,18.6607545321,1.50006656404
75,Comedy,Children,18.8814410208,1.50861071816
76,Comedy,Crime,25.5355999917,1.76623482615
77,Comedy,Documentary,22.1062067188,1.63346156558
78,Comedy,Drama,23.9657019071,1.70545425336
79,Comedy,Fantasy,22.9714357867,1.66695999383
81,Comedy,Horror,24.0021130176,1.70686395516
82,Comedy,IMAX,20.8100420223,1.58327892414
83,Comedy,Musical,19.0699497912,1.51590907157
84,Comedy,Mystery,24.5612920957,1.7285132743
85,Comedy,Romance,21.890701787,1.62511802193
86,Comedy,Sci-Fi,23.5117109398,1.68787742382
87,Comedy,Thriller,26.8920425654,1.81875120119
88,Comedy,War,20.604218977,1.57531022687
89,Comedy,Western,18.0113962915,1.47492584554
90,Crime,Action,22.3173306399,1.64163549291
91,Crime,Adventure,24.5095640511,1.72651055819
92,Crime,Animation,19.7720861394,1.54309316067
93,Crime,Children,22.533257805,1.64999538385
94,Crime,Comedy,25.5355999917,1.76623482615
95,Crime,Documentary,23.263971882,1.67828589556
96,Crime,Drama,23.4665704362,1.68612975262
97,Crime,Fantasy,20.7965371042,1.5827560643
99,Crime,Horror,18.6875262246,1.50110306368
100,Crime,IMAX,15.6284403838,1.38266671967
101,Crime,Musical,20.1435697543,1.55747561462
102,Crime,Mystery,15.7568583867,1.38763858367
103,Crime,Romance,27.7051766151,1.85023270548
104,Crime,Sci-Fi,22.6114059005,1.65302098535
105,Crime,Thriller,18.3201042876,1.48687786269
106,Crime,War,16.4981592964,1.41633897788
107,Crime,Western,24.014613955,1.70734794462
108,Documentary,Action,25.5899715043,1.76833988743
109,Documentary,Adventure,22.5451593588,1.65045616743
110,Documentary,Animation,18.355991642,1.48826728661
111,Documentary,Children,20.1249451764,1.55675454073
112,Documentary,Comedy,22.1062067188,1.63346156558
113,Documentary,Crime,23.263971882,1.67828589556
114,Documentary,Drama,23.7228178225,1.69605069148
115,Documentary,Fantasy,22.1221048754,1.63407708265
117,Documentary,Horror,19.1789004063,1.52012723124
118,Documentary,IMAX,7.83778388964,1.08104168505
119,Documentary,Musical,14.4449247838,1.33684542924
120,Documentary,Mystery,20.2282559449,1.56075434667
121,Documentary,Romance,28.2430903622,1.87105871067
122,Documentary,Sci-Fi,25.0289448616,1.74661903751
123,Documentary,Thriller,25.4067573347,1.76124652113
124,Documentary,War,13.177661682,1.28778174928
125,Documentary,Western,14.9304988762,1.35564503907
126,Drama,Action,26.7373205948,1.8127609461
127,Drama,Adventure,25.8531556021,1.77852938978
128,Drama,Animation,23.1687870248,1.67460069447
129,Drama,Children,25.6201739689,1.76950921372
130,Drama,Comedy,23.9657019071,1.70545425336
131,Drama,Crime,23.4665704362,1.68612975262
132,Drama,Documentary,23.7228178225,1.69605069148
133,Drama,Fantasy,23.2088799974,1.67615294417
134,Drama,Horror,24.6983059283,1.73381793663
135,Drama,IMAX,19.6550396296,1.53856155829
136,Drama,Musical,19.9424958763,1.54969078731
137,Drama,Mystery,20.524900887,1.57223932756
138,Drama,Romance,21.4390276733,1.60763089228
139,Drama,Sci-Fi,24.189399794,1.71411499754
140,Drama,Thriller,25.2270956996,1.75429069566
141,Drama,War,19.6258615254,1.5374318914
142,Drama,Western,19.759012146,1.54258698463
143,Fantasy,Action,21.5388824807,1.61149689636
144,Fantasy,Adventure,19.6837230164,1.53967207157
145,Fantasy,Animation,13.0476578267,1.28274848701
146,Fantasy,Children,13.0329643478,1.28217961055
147,Fantasy,Comedy,22.9714357867,1.66695999383
148,Fantasy,Crime,20.7965371042,1.5827560643
149,Fantasy,Documentary,22.1221048754,1.63407708265
150,Fantasy,Drama,23.2088799974,1.67615294417
152,Fantasy,Horror,18.0207404364,1.47528761583
153,Fantasy,IMAX,17.4978217854,1.45504216458
154,Fantasy,Musical,19.5256796771,1.53355322552
155,Fantasy,Mystery,20.4195704728,1.5681613285
156,Fantasy,Romance,24.1972026879,1.71441709636
157,Fantasy,Sci-Fi,19.7393871193,1.54182717711
158,Fantasy,Thriller,22.0760419327,1.63229369807
159,Fantasy,War,15.9695993016,1.39587511494
160,Fantasy,Western,13.7825339658,1.31120013817
177,Horror,Action,24.3583680156,1.7206568141
178,Horror,Adventure,20.6105522491,1.57555542744
179,Horror,Animation,20.4650733725,1.56992303032
180,Horror,Children,21.3863295364,1.60559061784
181,Horror,Comedy,24.0021130176,1.70686395516
182,Horror,Crime,18.6875262246,1.50110306368
183,Horror,Documentary,19.1789004063,1.52012723124
184,Horror,Drama,24.6983059283,1.73381793663
185,Horror,Fantasy,18.0207404364,1.47528761583
187,Horror,IMAX,8.86840368306,1.12094342261
188,Horror,Musical,17.9590043351,1.47289742526
189,Horror,Mystery,16.2704428482,1.40752265006
190,Horror,Romance,24.8142300399,1.73830608396
191,Horror,Sci-Fi,20.2444053467,1.56137959101
192,Horror,Thriller,17.1100823405,1.4400303458
193,Horror,War,17.0894687868,1.43923226622
194,Horror,Western,17.8674033,1.46935097633
195,IMAX,Action,14.9716898645,1.35723979983
196,IMAX,Adventure,13.4752464812,1.29930311791
197,IMAX,Animation,15.4038578957,1.37397172704
198,IMAX,Children,16.0935679676,1.40067471728
199,IMAX,Comedy,20.8100420223,1.58327892414
200,IMAX,Crime,15.6284403838,1.38266671967
201,IMAX,Documentary,7.83778388964,1.08104168505
202,IMAX,Drama,19.6550396296,1.53856155829
203,IMAX,Fantasy,17.4978217854,1.45504216458
205,IMAX,Horror,8.86840368306,1.12094342261
206,IMAX,Musical,9.94987437107,1.16281391632
207,IMAX,Mystery,15.9192748267,1.39392673979
208,IMAX,Romance,20.7663744858,1.58158828071
209,IMAX,Sci-Fi,13.55953108,1.30256630183
210,IMAX,Thriller,14.649165626,1.34475286954
211,IMAX,War,13.0234109158,1.28180973745
212,IMAX,Western,5.74456264654,1.0
213,Musical,Action,26.379208725,1.79889619603
214,Musical,Adventure,23.7208854839,1.69597587857
215,Musical,Animation,15.2508847566,1.36804918016
216,Musical,Children,15.8812018892,1.39245269828
217,Musical,Comedy,19.0699497912,1.51590907157
218,Musical,Crime,20.1435697543,1.55747561462
219,Musical,Documentary,14.4449247838,1.33684542924
220,Musical,Drama,19.9424958763,1.54969078731
221,Musical,Fantasy,19.5256796771,1.53355322552
223,Musical,Horror,17.9590043351,1.47289742526
224,Musical,IMAX,9.94987437107,1.16281391632
225,Musical,Mystery,19.4164098432,1.5293227069
226,Musical,Romance,22.0393814788,1.63087434263
227,Musical,Sci-Fi,22.9757185484,1.66712580632
228,Musical,Thriller,23.2910541152,1.67933441818
229,Musical,War,14.5071548352,1.33925474371
230,Musical,Western,10.3923048454,1.17994316688
231,Mystery,Action,25.4342230293,1.76230988993
232,Mystery,Adventure,24.526979808,1.72718483106
233,Mystery,Animation,20.9700525992,1.58947393426
234,Mystery,Children,22.7857367447,1.65977042258
235,Mystery,Comedy,24.5612920957,1.7285132743
236,Mystery,Crime,15.7568583867,1.38763858367
237,Mystery,Documentary,20.2282559449,1.56075434667
238,Mystery,Drama,20.524900887,1.57223932756
239,Mystery,Fantasy,20.4195704728,1.5681613285
241,Mystery,Horror,16.2704428482,1.40752265006
242,Mystery,IMAX,15.9192748267,1.39392673979
243,Mystery,Musical,19.4164098432,1.5293227069
244,Mystery,Romance,24.5797387894,1.72922746118
245,Mystery,Sci-Fi,21.4410431963,1.60770892578
246,Mystery,Thriller,16.2641859688,1.40728040713
247,Mystery,War,20.759404138,1.58131841496
248,Mystery,Western,20.5789150251,1.57433055264
249,Romance,Action,31.57350786,2.0
250,Romance,Adventure,24.2335448099,1.71582412718
251,Romance,Animation,18.2326988747,1.48349385253
252,Romance,Children,19.42508832,1.52965870501
253,Romance,Comedy,21.890701787,1.62511802193
254,Romance,Crime,27.7051766151,1.85023270548
255,Romance,Documentary,28.2430903622,1.87105871067
256,Romance,Drama,21.4390276733,1.60763089228
257,Romance,Fantasy,24.1972026879,1.71441709636
259,Romance,Horror,24.8142300399,1.73830608396
260,Romance,IMAX,20.7663744858,1.58158828071
261,Romance,Musical,22.0393814788,1.63087434263
262,Romance,Mystery,24.5797387894,1.72922746118
263,Romance,Sci-Fi,23.1661166351,1.67449730698
264,Romance,Thriller,26.9737917273,1.82191622249
265,Romance,War,19.3461313821,1.52660178816
266,Romance,Western,18.3830926232,1.48931653508
267,Sci-Fi,Action,19.8119781084,1.54463762827
268,Sci-Fi,Adventure,19.5670313355,1.53515420683
269,Sci-Fi,Animation,17.328678366,1.44849356502
270,Sci-Fi,Children,19.7617519674,1.54269306025
271,Sci-Fi,Comedy,23.5117109398,1.68787742382
272,Sci-Fi,Crime,22.6114059005,1.65302098535
273,Sci-Fi,Documentary,25.0289448616,1.74661903751
274,Sci-Fi,Drama,24.189399794,1.71411499754
275,Sci-Fi,Fantasy,19.7393871193,1.54182717711
277,Sci-Fi,Horror,20.2444053467,1.56137959101
278,Sci-Fi,IMAX,13.55953108,1.30256630183
279,Sci-Fi,Musical,22.9757185484,1.66712580632
280,Sci-Fi,Mystery,21.4410431963,1.60770892578
281,Sci-Fi,Romance,23.1661166351,1.67449730698
282,Sci-Fi,Thriller,19.8832185912,1.54739579289
283,Sci-Fi,War,23.0121565733,1.66853655014
284,Sci-Fi,Western,19.699167547,1.54027002594
285,Thriller,Action,21.8776177186,1.62461145582
286,Thriller,Adventure,24.3667772484,1.72098238809
287,Thriller,Animation,20.900737665,1.58679031967
288,Thriller,Children,24.0178642791,1.70747378499
289,Thriller,Comedy,26.8920425654,1.81875120119
290,Thriller,Crime,18.3201042876,1.48687786269
291,Thriller,Documentary,25.4067573347,1.76124652113
292,Thriller,Drama,25.2270956996,1.75429069566
293,Thriller,Fantasy,22.0760419327,1.63229369807
294,Thriller,Horror,17.1100823405,1.4400303458
295,Thriller,IMAX,14.649165626,1.34475286954
296,Thriller,Musical,23.2910541152,1.67933441818
297,Thriller,Mystery,16.2641859688,1.40728040713
298,Thriller,Romance,26.9737917273,1.82191622249
299,Thriller,Sci-Fi,19.8832185912,1.54739579289
300,Thriller,War,18.5477670009,1.4956921101
301,Thriller,Western,27.6157056877,1.84676872634
302,War,Action,18.2109737812,1.4826527383
303,War,Adventure,18.3310870596,1.48730307448
304,War,Animation,18.6877488659,1.50111168352
305,War,Children,19.2377714867,1.52240649893
306,War,Comedy,20.604218977,1.57531022687
307,War,Crime,16.4981592964,1.41633897788
308,War,Documentary,13.177661682,1.28778174928
309,War,Drama,19.6258615254,1.5374318914
310,War,Fantasy,15.9695993016,1.39587511494
312,War,Horror,17.0894687868,1.43923226622
313,War,IMAX,13.0234109158,1.28180973745
314,War,Musical,14.5071548352,1.33925474371
315,War,Mystery,20.759404138,1.58131841496
316,War,Romance,19.3461313821,1.52660178816
317,War,Sci-Fi,23.0121565733,1.66853655014
318,War,Thriller,18.5477670009,1.4956921101
319,War,Western,12.9354630322,1.27840472487
320,Western,Action,21.7007681957,1.6177645048
321,Western,Adventure,14.1235577591,1.32440330193
322,Western,Animation,15.2620431289,1.36848119053
323,Western,Children,16.1300503458,1.4020871783
324,Western,Comedy,18.0113962915,1.47492584554
325,Western,Crime,24.014613955,1.70734794462
326,Western,Documentary,14.9304988762,1.35564503907
327,Western,Drama,19.759012146,1.54258698463
328,Western,Fantasy,13.7825339658,1.31120013817
330,Western,Horror,17.8674033,1.46935097633
331,Western,IMAX,5.74456264654,1.0
332,Western,Musical,10.3923048454,1.17994316688
333,Western,Mystery,20.5789150251,1.57433055264
334,Western,Romance,18.3830926232,1.48931653508
335,Western,Sci-Fi,19.699167547,1.54027002594
336,Western,Thriller,27.6157056877,1.84676872634
337,Western,War,12.9354630322,1.27840472487
